Year,Previous_Year,NDVI_Threshold,Gain_m2,Loss_m2,Net_m2
2022,2021,0.3,2.685597323744147e-07,5.371194647488294e-07,-2.685597323744147e-07
2022,2021,0.4,1.8592596856690249e-07,7.64362315219488e-07,-5.784363466525855e-07
2022,2021,0.5,1.2395064571126831e-07,6.197532285563417e-07,-4.958025828450733e-07
