Year,Previous_Year,NDVI_Threshold,Gain_m2,Loss_m2,Net_m2
2021,2020,0.3,1.6526752761502443e-07,1.198189575208927e-06,-1.0329220475939026e-06
2021,2020,0.4,1.6526752761502443e-07,1.2601648980645612e-06,-1.0948973704495368e-06
2021,2020,0.5,1.6526752761502443e-07,1.0329220475939026e-06,-8.676545199788782e-07
