Year,Previous_Year,NDVI_Threshold,Gain_m2,Loss_m2,Net_m2
2025,2024,0.3,1.6526752761502443e-07,5.990947876044635e-07,-4.338272599894391e-07
2025,2024,0.4,2.0658440951878054e-07,4.7514414189319523e-07,-2.685597323744147e-07
2025,2024,0.5,1.2395064571126831e-07,2.8921817332629274e-07,-1.6526752761502443e-07
