Year,Previous_Year,NDVI_Threshold,Gain_m2,Loss_m2,Net_m2
2019,2018,0.3,8.263376380751222e-07,1.2188480161608052e-06,-3.92510378085683e-07
2019,2018,0.4,9.916051656901465e-07,1.156872693305171e-06,-1.6526752761502443e-07
2019,2018,0.5,1.3427986618720736e-06,9.916051656901465e-07,3.511934961819269e-07
