Year,Previous_Year,NDVI_Threshold,Gain_m2,Loss_m2,Net_m2
2024,2023,0.3,6.197532285563417e-07,4.544857009413172e-07,1.6526752761502443e-07
2024,2023,0.4,2.272428504706586e-07,7.230454333157319e-07,-4.958025828450733e-07
2024,2023,0.5,1.0329220475939027e-07,5.371194647488294e-07,-4.338272599894391e-07
